orbit,0,1,0,0,0,0,0,0,0,13,3,2,20.029,3,1,0,0,0,1,1,1,1,1,0
orbit,0,1,0,0,0,0,0,0,0,20,4,2,21.014,3,1,0,0,0,1,1,1,1,1,0
orbit,0,1,0,0,0,1,0,0,0,9,2,3,22.62,6,2,0,0,0,1,1,1,1,1,1
orbit,0,0,0,0,1,1,0,0,0,13,0,5,12.012,8,2,0,0,0,1,1,1,1,1,0
orbit,0,0,0,0,1,1,0,0,0,13,0,6,11.143,7,2,0,0,0,1,1,1,1,1,1
orbit,0,1,0,0,1,0,0,0,0,37,3,3,3.787,20,13,0,0,1,1,1,1,1,1,0
orbit,0,0,0,0,1,1,0,0,0,11,1,6,0.094,20,10,0,0,1,1,1,1,1,1,0
orbit,0,0,0,0,1,1,0,0,0,7,1,4,3.184,20,9,0,0,1,1,1,1,1,1,0
orbit,0,1,0,0,1,1,0,0,0,26,2,11,1.355,35,9,0,0,1,1,1,1,1,1,0
orbit,0,0,0,0,0,1,0,0,0,7,0,1,0.132,9,7,0,0,1,1,1,1,1,1,0
orbit,0,1,0,0,1,1,0,0,0,22,2,15,0.087,36,10,0,0,1,1,1,1,1,1,3
orbit,0,0,0,0,1,0,0,0,0,7,1,8,0.072,25,10,0,0,1,1,1,1,1,1,0
orbit,1,1,0,0,1,1,0,0,0,24,3,14,3.451,31,10,0,0,1,1,1,1,1,1,0
orbit,0,1,0,0,1,0,0,0,0,26,2,10,1.157,32,10,0,0,1,1,1,1,1,1,0
orbit,0,0,0,0,1,0,0,0,0,7,0,3,0.146,13,8,0,0,1,1,1,1,1,1,0
orbit,0,1,0,0,1,0,0,0,0,22,2,14,0.211,36,11,0,0,1,1,1,1,1,1,2
orbit,1,1,0,0,1,1,0,0,0,61,6,24,0.518,54,10,0,0,1,1,1,1,1,1,0
orbit,0,1,0,0,1,1,0,0,0,15,3,11,0.061,25,9,1,1,1,1,1,1,1,1,0
orbit,0,1,0,0,1,1,0,0,0,11,3,10,0.079,20,9,1,1,1,1,1,1,1,1,0
orbit,0,0,0,0,1,1,0,0,0,6,1,12,0.04,23,9,1,1,1,1,1,1,1,1,0
orbit,0,0,0,0,0,1,0,0,0,6,0,4,3.06,17,9,1,1,1,1,1,1,1,1,0
orbit,0,1,0,0,1,1,0,0,0,28,3,19,3.459,33,9,0,0,1,1,1,1,1,1,0
orbit,0,1,0,0,0,1,0,0,0,11,2,5,1.654,9,2,0,0,0,1,1,1,1,1,7
orbit,0,0,0,0,0,1,0,0,0,7,1,3,0.001,7,1,0,0,0,1,1,1,1,1,7
orbit,0,1,0,0,0,1,0,0,0,11,2,4,0.016,8,1,0,0,0,1,1,1,1,1,8
orbit,0,0,0,0,0,1,0,0,0,7,1,3,0.002,7,1,0,0,0,1,1,1,1,1,7
orbit,0,0,0,0,1,1,0,0,0,9,1,6,3.023,20,9,0,0,1,1,1,1,1,1,0
orbit,1,0,0,0,1,1,0,0,0,20,1,19,0.365,35,12,0,0,1,1,1,1,1,1,0
orbit,0,1,0,0,1,1,0,0,0,15,2,12,2.809,26,9,0,0,1,1,1,1,1,1,2
orbit,0,1,0,0,1,1,0,0,0,42,7,21,0.071,31,9,0,0,1,1,1,1,1,1,2
orbit,0,1,0,0,1,1,0,0,1,19,3,25,0.068,33,9,0,0,1,1,1,1,1,1,0
orbit,0,1,0,0,0,0,0,0,1,29,5,3,3.462,16,9,0,0,1,1,1,1,1,1,0
orbit,0,1,0,0,1,1,0,0,0,12,2,3,3.971,23,9,0,0,1,1,1,1,1,1,0
orbit,0,0,0,0,1,1,0,0,0,22,1,12,0.319,32,9,0,0,1,1,1,1,1,1,0
orbit,0,0,0,0,1,1,0,0,0,5,0,8,0.056,21,8,0,0,1,1,1,1,1,1,0
orbit,0,0,0,0,1,1,0,0,0,9,1,7,0.055,25,9,0,0,1,1,1,1,1,1,0
orbit,0,0,0,0,1,1,0,0,0,9,1,7,0.302,25,9,0,0,1,1,1,1,1,1,0
orbit,0,0,0,0,1,1,0,0,0,6,1,9,0.016,24,9,0,0,1,1,1,1,1,1,0
orbit,0,0,0,0,0,0,0,0,0,5,0,0,0,8,3,1,1,1,1,1,1,1,1,0
orbit,0,0,0,0,1,1,0,0,0,5,0,9,0.056,26,8,1,1,1,1,1,1,1,1,0
orbit,0,0,0,0,1,1,0,0,0,6,1,5,3.353,18,9,1,1,1,1,1,1,1,1,0
orbit,0,0,0,0,1,1,0,0,0,6,1,12,0.038,23,9,1,1,1,1,1,1,1,1,0
orbit,0,1,0,0,1,1,0,0,0,10,3,21,0.028,28,9,0,0,1,1,1,1,1,1,2
orbit,0,1,0,0,1,1,0,0,0,13,3,18,3.244,27,10,0,0,1,1,1,1,1,1,4
orbit,1,0,0,0,1,1,0,0,0,14,0,14,0.227,19,9,0,0,1,1,1,1,1,1,3
orbit,0,1,0,0,1,1,0,0,0,11,2,24,0.041,30,10,0,0,1,1,1,1,1,1,4
orbit,0,1,0,0,1,1,0,0,0,23,4,31,0.079,37,10,0,0,1,1,1,1,1,1,5
orbit,0,1,0,0,1,1,0,0,0,26,4,32,0.148,38,10,0,0,1,1,1,1,1,1,5
orbit,0,1,0,0,0,0,0,0,0,20,4,0,3.71,27,10,0,0,1,1,1,1,1,1,0
orbit,0,1,0,0,1,1,0,0,0,9,2,17,0.054,28,10,0,0,1,1,1,1,1,1,0
orbit,0,0,0,0,1,1,0,0,0,7,0,5,3.435,23,12,0,0,1,1,1,1,1,1,0
