ninja,0,1,0,0,0,0,0,0,0,24,2,15,0.195,48,6,1,2,2,2,2,2,2,2,23
ninja,0,0,0,0,0,0,0,0,0,17,1,14,12.287,47,6,1,2,2,2,2,2,2,2,21
ninja,0,1,0,0,0,0,0,0,0,21,2,11,0.229,44,6,1,2,2,2,2,2,2,2,21
ninja,0,0,0,0,0,0,0,0,0,8,0,8,0.187,41,6,1,2,2,2,2,2,2,2,21
ninja,0,0,0,0,0,0,0,0,0,9,0,8,0.441,40,6,1,2,2,2,2,2,2,2,21
ninja,0,0,0,0,0,0,0,0,0,49,0,5,6.058,54,15,0,0,0,0,2,2,2,2,12
ninja,0,0,0,0,0,1,0,0,0,9,1,3,0.311,7,2,0,0,0,0,2,2,2,2,5
ninja,0,0,0,0,0,1,0,0,0,9,1,3,0,5,2,0,0,0,0,2,2,2,2,5
ninja,0,1,0,0,0,0,0,0,0,44,4,10,4.559,66,16,0,0,0,0,2,2,2,2,19
ninja,0,1,0,0,0,0,0,0,0,49,4,8,36.001,63,15,0,0,0,0,2,2,2,2,15
ninja,0,1,0,0,0,0,0,0,0,14,2,7,29.39,53,12,0,0,0,0,2,2,2,2,8
ninja,0,1,0,0,0,0,0,0,0,20,5,18,18.097,50,7,1,2,2,2,2,2,2,2,36
ninja,0,1,0,0,0,0,0,0,0,16,2,14,0.485,54,7,1,2,2,2,2,2,2,2,32
ninja,0,0,0,0,0,0,0,0,0,9,1,13,0.448,47,7,1,2,2,2,2,2,2,2,32
ninja,0,0,0,0,0,0,0,0,0,9,1,13,0.338,47,7,1,2,2,2,2,2,2,2,31
ninja,0,0,0,0,0,0,0,0,0,9,1,13,0.394,47,7,1,2,2,2,2,2,2,2,34
ninja,0,0,0,0,0,0,0,0,0,16,1,14,0.547,45,7,1,2,2,2,2,2,2,2,31
ninja,0,0,0,0,0,0,0,0,0,5,1,12,0.745,43,7,1,2,2,2,2,2,2,2,30
ninja,0,1,0,0,0,0,0,0,0,22,3,19,0.608,52,8,1,2,2,2,2,2,2,2,32
ninja,1,1,0,0,0,0,0,0,0,11,2,7,1.824,60,10,0,0,0,0,2,2,2,2,10
ninja,0,1,0,0,0,0,0,0,0,20,3,16,0.405,51,7,1,2,2,2,2,2,2,2,32
ninja,0,0,0,0,0,0,0,0,0,13,1,13,0.516,43,7,1,2,2,2,2,2,2,2,31
