commons-exec,0,1,0,1,0,0,0,0,0,7,2,6,0.002,9,3,0,0,0,1,1,1,2,2,0
commons-exec,0,1,0,1,0,0,0,0,0,5,2,5,0.007,9,3,0,0,0,1,1,1,1,1,0
commons-exec,0,1,0,1,0,0,0,0,0,5,2,5,0.004,9,3,0,0,0,1,1,1,1,1,0
commons-exec,0,1,0,1,0,0,0,0,0,5,2,5,0,9,3,0,0,0,1,1,1,1,1,0
commons-exec,0,1,0,1,0,0,0,0,0,5,2,5,0.003,9,3,0,0,0,1,1,1,1,1,0
commons-exec,0,1,0,1,0,0,0,0,0,6,2,5,0.007,10,3,0,0,0,1,1,1,1,1,0
commons-exec,0,0,0,0,0,0,0,0,0,9,1,1,0.004,4,2,0,0,0,0,0,1,1,1,0
commons-exec,0,1,0,1,0,0,0,0,0,6,2,6,0.003,10,3,0,0,0,1,1,1,2,2,0
commons-exec,0,1,0,1,0,0,0,0,0,7,2,7,0,11,3,0,0,0,1,1,1,1,1,0
commons-exec,0,1,0,1,0,0,0,0,0,8,2,6,0.001,11,3,0,0,0,1,1,1,2,2,0
commons-exec,0,1,0,1,0,0,0,0,0,6,2,6,0.007,10,3,0,0,0,1,1,1,2,2,0
commons-exec,0,1,0,1,0,0,0,0,0,6,2,11,0.024,43,15,0,0,1,1,1,2,3,3,0
commons-exec,0,1,0,1,0,0,0,0,0,35,10,22,0.007,49,3,1,1,1,2,2,2,2,2,0
commons-exec,0,1,0,1,0,0,0,0,0,12,2,8,0.001,12,3,0,0,0,1,1,1,1,1,0
commons-exec,0,1,0,1,0,0,0,0,0,9,2,5,0.001,9,3,0,0,0,1,1,1,1,1,0
commons-exec,0,1,0,1,0,0,0,0,0,11,2,5,0,9,3,0,0,0,1,1,1,1,1,0
commons-exec,0,1,0,1,0,0,0,0,0,6,4,6,0.001,10,3,0,0,0,1,1,2,3,3,0
commons-exec,0,0,0,0,0,0,0,0,0,7,1,0,0.02,4,2,0,0,0,0,1,1,1,1,0
commons-exec,0,0,0,0,0,0,0,0,0,7,1,0,0.001,4,2,0,0,0,0,1,1,1,1,0
commons-exec,0,0,0,0,0,0,0,0,0,7,1,0,0,4,2,0,0,0,0,1,1,1,1,0
commons-exec,0,1,0,1,0,0,0,0,0,4,2,4,0.001,8,3,0,0,0,1,1,1,1,1,0
commons-exec,0,0,0,0,0,0,0,0,0,7,1,0,0.001,4,2,0,0,0,0,0,2,2,2,0
commons-exec,0,0,0,0,0,0,0,0,0,7,1,0,0.001,3,2,0,0,0,0,0,2,2,2,0
commons-exec,0,1,0,1,0,0,0,0,0,4,2,4,0.006,8,3,0,0,0,1,1,1,1,1,0
commons-exec,0,0,0,0,0,0,0,0,0,7,1,0,0.013,26,2,0,0,0,0,0,1,1,1,0
commons-exec,0,1,0,0,0,1,0,0,0,6,2,7,0.037,29,8,0,0,1,1,1,2,2,2,0
commons-exec,0,1,0,0,1,1,0,0,0,12,2,9,2.027,37,10,0,0,1,1,1,3,3,3,0
commons-exec,0,1,0,0,1,1,0,0,0,13,3,10,2.014,42,11,0,0,1,1,1,2,2,2,0
commons-exec,0,1,0,0,1,1,0,0,0,11,2,7,2.018,20,9,0,0,0,1,1,2,2,2,0
commons-exec,1,1,0,0,1,1,0,0,0,32,9,22,2.121,64,15,0,0,1,3,3,3,3,3,0
commons-exec,0,0,0,0,1,1,0,0,0,15,1,11,2.064,43,15,0,0,1,1,1,2,2,2,0
commons-exec,0,0,0,0,1,1,0,0,0,15,1,11,6.022,56,13,0,0,1,1,1,2,2,2,0
commons-exec,0,0,0,0,0,0,0,0,0,15,1,3,0.014,29,9,0,0,0,1,1,1,3,3,0
commons-exec,0,1,0,0,0,1,0,0,0,14,2,4,24.825,41,10,0,0,1,1,1,2,2,2,0
commons-exec,0,1,0,1,0,0,1,1,1,23,3,9,10.126,48,13,0,0,1,1,1,1,2,2,0
commons-exec,0,1,0,0,0,1,0,0,0,7,2,8,0.053,34,8,0,0,1,1,1,2,2,2,0
commons-exec,0,0,0,0,0,1,0,0,0,9,0,6,0.023,24,7,0,0,1,1,1,1,2,2,0
commons-exec,0,1,0,0,0,1,0,0,0,15,2,5,0.03,28,8,0,0,1,1,1,1,2,2,0
commons-exec,0,1,0,0,0,1,0,0,0,10,2,9,0.024,41,9,0,0,1,1,1,1,2,2,0
commons-exec,0,1,0,0,0,0,0,0,0,9,2,4,0.036,33,9,0,0,1,1,1,2,2,2,0
commons-exec,0,0,0,0,0,1,1,1,0,11,1,3,0,9,4,0,0,0,0,1,2,2,2,0
commons-exec,0,1,0,0,0,1,0,0,0,18,6,13,0.05,41,10,0,0,1,1,1,2,2,2,0
commons-exec,0,1,0,0,0,1,1,1,1,8,3,10,0.031,45,13,0,0,1,1,1,3,3,3,0
commons-exec,0,1,0,1,0,0,0,0,0,15,3,4,0.099,20,5,0,0,0,1,1,1,1,1,0
commons-exec,0,0,0,0,0,1,0,0,0,12,1,6,0,18,3,0,0,0,0,0,1,2,2,0
commons-exec,0,0,0,0,0,1,0,0,0,5,1,4,0.001,8,2,0,0,0,0,0,1,1,1,0
commons-exec,0,1,0,0,0,0,0,0,0,10,2,3,0.019,7,2,0,0,0,0,0,1,1,1,0
commons-exec,0,1,0,0,0,0,0,0,0,10,2,3,0.005,7,2,0,0,0,0,0,1,1,1,0
commons-exec,0,0,0,0,0,1,0,0,0,5,1,4,0.001,6,2,0,0,0,0,0,1,1,1,0
commons-exec,0,0,0,0,0,1,0,0,0,5,1,4,0,10,2,0,0,0,0,0,1,1,1,0
commons-exec,0,1,0,0,0,0,0,0,0,10,2,3,0.002,7,2,0,0,0,0,0,1,1,1,0
commons-exec,0,1,0,0,0,0,0,0,0,10,2,3,0.002,8,2,0,0,0,0,0,1,1,1,0
commons-exec,0,1,0,0,0,1,0,0,0,16,5,9,0.024,13,2,0,0,0,1,1,1,1,1,0
commons-exec,0,1,0,0,0,1,0,0,0,12,2,6,0,21,5,0,0,0,1,1,1,1,1,0
commons-exec,0,1,0,0,0,1,0,0,0,11,2,7,0,13,2,0,0,0,1,1,1,1,1,0
