spring-boot,0,1,0,0,0,1,0,0,0,5,2,3,0.004,5,2,0,0,0,0,0,0,0,1,0
spring-boot,0,1,0,0,0,1,0,0,0,8,4,5,0.019,7,2,0,0,0,0,0,0,0,1,0
spring-boot,0,0,0,0,0,1,0,0,0,9,1,7,0.023,14,3,0,0,0,0,0,0,0,1,0
spring-boot,0,0,0,0,0,1,0,0,0,8,0,5,1.169,10,4,0,0,0,0,0,0,0,1,2
spring-boot,0,0,0,0,0,1,0,0,0,7,1,6,0.232,16,9,0,0,0,0,0,0,0,2,1
spring-boot,0,1,0,0,0,1,0,0,0,8,3,8,2.16,18,8,0,0,0,0,0,0,0,2,0
spring-boot,0,1,0,0,0,1,0,0,0,12,3,10,1.643,42,15,0,0,0,0,0,0,0,2,2
spring-boot,0,0,0,0,0,1,0,0,0,19,1,19,1.586,58,20,0,0,0,0,0,0,0,3,2
spring-boot,0,1,0,0,0,1,0,0,0,25,2,15,1.592,58,15,0,0,0,0,0,0,0,2,4
spring-boot,0,0,0,0,0,1,0,0,0,11,1,10,1.327,42,15,0,0,0,0,0,0,0,2,1
spring-boot,0,0,0,0,0,1,0,0,0,16,1,9,1.655,42,15,0,0,0,0,0,0,0,2,2
spring-boot,0,1,0,0,0,1,0,0,0,16,4,13,1.201,48,15,0,0,0,0,0,0,0,2,6
spring-boot,0,1,0,0,0,1,0,0,0,16,2,14,5.512,45,18,0,0,0,0,0,0,0,2,2
spring-boot,0,1,0,0,0,1,0,0,0,15,2,19,1.247,49,18,0,0,0,0,0,0,0,2,2
spring-boot,0,1,1,0,0,1,0,0,0,30,5,26,1.17,58,17,0,0,0,0,0,0,0,3,7
spring-boot,0,1,1,0,0,1,0,0,0,28,3,24,1.616,66,20,0,0,0,0,0,0,0,2,6
spring-boot,0,1,1,0,0,1,0,0,0,27,3,24,3.651,71,23,0,0,0,0,0,0,0,3,6
spring-boot,0,0,0,0,0,1,0,0,0,13,1,11,1.334,43,15,0,0,0,0,0,0,0,2,1
spring-boot,0,0,0,0,0,1,0,0,0,14,1,11,1.232,44,15,0,0,0,0,0,0,0,2,1
spring-boot,0,0,0,0,0,1,0,0,0,6,0,2,1.786,10,4,1,2,3,6,0,0,0,1,0
spring-boot,0,0,0,0,0,1,0,0,0,9,0,4,0.302,10,7,1,2,3,6,0,0,0,1,0
spring-boot,0,0,0,0,0,1,0,0,0,24,0,3,3.625,13,6,1,2,3,6,0,0,0,2,0
spring-boot,0,0,0,0,0,1,0,0,0,7,0,2,2.763,8,5,1,2,3,0,0,0,0,1,0
spring-boot,0,0,0,0,0,1,0,0,0,4,1,2,0.222,3,1,1,2,3,0,0,0,0,0,0
